date_gregorian,year,month,day,weekday_id,saptawara,pancawara,triwara,wuku,sasih,penanggal_panglong,is_purnama,is_tilem,is_kajeng_kliwon,rerainan,hari_penting,source_id,source_url,verification_status,privacy_level,notes
2026-01-03,2026,1,3,Sabtu,Saniscara,,,,Kepitu,Purnama,True,False,False,Purnama Kepitu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-03,2026,1,3,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Krulut,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-07,2026,1,7,Rabu,Buda,,,,,,False,False,False,Buda Wage Merakih,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-09,2026,1,9,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-13,2026,1,13,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Tambir,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-13,2026,1,13,Selasa,Anggara,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-17,2026,1,17,Sabtu,Saniscara,,,,,,False,False,False,Hari Siwa Ratri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-18,2026,1,18,Minggu,Redite,,,,Kepitu,Tilem,False,True,False,Tilem Kepitu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-20,2026,1,20,Selasa,Anggara,,,,,,False,False,False,Anggara Paing Medangkungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-28,2026,1,28,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Matal,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-01-28,2026,1,28,Rabu,Buda,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=1&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-02,2026,2,2,Senin,Soma,,,,Kewulu,Purnama,True,False,False,Purnama Kewulu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-07,2026,2,7,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Kandang,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-11,2026,2,11,Rabu,Buda,,,,,,False,False,False,Buda Wage Menail,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-12,2026,2,12,Kamis,Wraspati,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-13,2026,2,13,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-16,2026,2,16,Senin,Soma,,,,Kewulu,Tilem,False,True,False,Tilem Kewulu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-02-27,2026,2,27,Jumat,Sukra,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=2&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-03,2026,3,3,Selasa,Anggara,,,,Kesanga,Purnama,True,False,False,Purnama Kesanga,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-04,2026,3,4,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Ugu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-14,2026,3,14,Sabtu,Saniscara,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-14,2026,3,14,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Wayang,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-18,2026,3,18,Rabu,Buda,,,,,,False,False,False,Buda Wage Kulawu,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-18,2026,3,18,Rabu,Buda,,,,Kesanga,Tilem,False,True,False,Tilem Kesanga,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-19,2026,3,19,Kamis,Wraspati,,,,,,False,False,False,Hari Raya Nyepi,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-20,2026,3,20,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-20,2026,3,20,Jumat,Sukra,,,,,,False,False,False,Ngembak Geni,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-24,2026,3,24,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Dukut,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-29,2026,3,29,Minggu,Redite,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-29,2026,3,29,Minggu,Redite,,,,,,False,False,True,Kajeng Keliwon Pamelastali/Watugunung Runtuh,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-03-31,2026,3,31,Selasa,Anggara,,,,,,False,False,False,Paid-Paidan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=3&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-04-02,2026,4,2,Kamis,Wraspati,,,,Kedasa,Purnama,True,False,False,Purnama Kedasa,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-04-04,2026,4,4,Sabtu,Saniscara,,,,,,False,False,False,Hari Raya Saraswati,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-05,2026,4,5,Minggu,Redite,,,,,,False,False,False,Banyu Pinaruh,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-06,2026,4,6,Senin,Soma,,,,,,False,False,False,Soma Ribek,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-07,2026,4,7,Selasa,Anggara,,,,,,False,False,False,Sabuh Mas,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-08,2026,4,8,Rabu,Buda,,,,,,False,False,False,Hari Raya Pagerwesi,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-13,2026,4,13,Senin,Soma,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-16,2026,4,16,Kamis,Wraspati,,,,Kedasa,Tilem,False,True,False,Tilem Kedasa,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-04-18,2026,4,18,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Landep,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-22,2026,4,22,Rabu,Buda,,,,,,False,False,False,Buda Wage Ukir,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-24,2026,4,24,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-28,2026,4,28,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Kulantir,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-04-28,2026,4,28,Selasa,Anggara,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-01,2026,5,1,Jumat,Sukra,,,,Jiyestha,Purnama,True,False,False,Purnama Jiyestha,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-05-13,2026,5,13,Rabu,Buda,,,,,,False,False,False,Buda Keliwon Gumbreg,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-13,2026,5,13,Rabu,Buda,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-16,2026,5,16,Sabtu,Saniscara,,,,Jiyestha,Tilem,False,True,False,Tilem Jiyestha,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-05-23,2026,5,23,Sabtu,Saniscara,,,,,,False,False,False,Tumpek Uduh/Pengatag/Pengarah/Bubuh,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-25,2026,5,25,Senin,Soma,,,,,,False,False,False,Soma Paing Warigadean,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-27,2026,5,27,Rabu,Buda,,,,,,False,False,False,Buda Wage Warigadean,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-28,2026,5,28,Kamis,Wraspati,,,,,,False,False,True,Kajeng Keliwon Enyitan,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-29,2026,5,29,Jumat,Sukra,,,,,,False,False,False,Hari Bhatara Sri,,SRC-001,https://kalenderbali.org/,needs_direct_source_recheck,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku. Inferred row: perlu recheck direct source/cetak."
2026-05-31,2026,5,31,Minggu,Redite,,,,Sadha,Purnama,True,False,False,Purnama Sadha,,SRC-001,https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-02,2026,6,2,Selasa,Anggara,,,,,,False,False,False,Anggar Kasih Julungwangi,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-11,2026,6,11,Kamis,Wraspati,,,,,,False,False,False,Sugihan Jawa,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-12,2026,6,12,Jumat,Sukra,,,,,,False,False,True,Kajeng Keliwon Uwudan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-12,2026,6,12,Jumat,Sukra,,,,,,False,False,False,Sugihan Bali,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-14,2026,6,14,Minggu,Redite,,,,,,False,False,False,Hari Penyekeban,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-14,2026,6,14,Minggu,Redite,,,,Sadha,Tilem,False,True,False,Tilem Sadha,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026 | https://kalenderbali.org/purnamatilem.php?tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-15,2026,6,15,Senin,Soma,,,,,,False,False,False,Penyajaan Galungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-16,2026,6,16,Selasa,Anggara,,,,,,False,False,False,Penampahan Galungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-17,2026,6,17,Rabu,Buda,,,,,,False,False,False,Hari Raya Galungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
2026-06-18,2026,6,18,Kamis,Wraspati,,,,,,False,False,False,Manis Galungan,,SRC-001,https://kalenderbali.org/rerainan.php?bulan=6&tahun=2026,digital_source_only,public_mockup,"Mockup publik: tidak memakai identitas keluarga asli. Untuk keputusan adat penting, verifikasi dengan kalender cetak/sumber adat/pemangku."
